text,label,anger,disgust,fear,joy,neutral,sadness,surprise,text_label,nuscore,depression_model_label,depression_score
bj! I want to ask if the jockey for the paper + discussion is how much the f33 is,0,0.018117089,0.0050065,0.004572401,0.035693441,0.479241997,0.02934655,0.428022087,NEGATIVE,0.9971267580986023,NEGATIVE,0.9971267580986023
"""The little dot that easily escapes the eye is more essential than anything."" -Shinichi Kudo",0,0.005681489,0.00930516,0.009243534,0.029833175,0.914951146,0.00259391,0.028391583,POSITIVE,0.9976258873939514,POSITIVE,0.9976258873939514
is this claude dead or what??,0,0.012532126,0.07007955,0.761564195,0.001822167,0.085005589,0.008384863,0.060611606,NEGATIVE,0.9990160465240479,NEGATIVE,0.9990160465240479
"Sometimes I wonder why I love children so much, even though I've never met them. but they bring a lot of positive vibes to my life, it's nice to see them happy, proud to be part of engene, seriously. enha booth for better life!",0,0.004105972,0.000887394,0.002229804,0.493285745,0.014382744,0.005765136,0.479343295,POSITIVE,0.9998795986175537,POSITIVE,0.9998795986175537
"There's no need, it's just like usual",0,0.004873022,0.013022537,0.002406956,0.013761809,0.949242651,0.006766111,0.009926966,POSITIVE,0.9989571571350098,POSITIVE,0.9989571571350098
Blue! is there an end? rep dong,0,0.050563626,0.013818908,0.004827606,0.045510951,0.180719316,0.060336821,0.644222796,NEGATIVE,0.9930816292762756,NEGATIVE,0.9930816292762756
"This bot does have to be subscribed / year, oh, it's torn apart 500 dollars hahahahahahahaha",0,0.048688386,0.043536611,0.013900971,0.07246083,0.31483528,0.20256272,0.304015219,NEGATIVE,0.9996860027313232,NEGATIVE,0.9996860027313232
The stressful class of 22 is thinking about the fit and here's to get together :),0,0.16658245,0.014401964,0.011340609,0.06815692,0.155340716,0.557742715,0.026434608,POSITIVE,0.9835658669471741,POSITIVE,0.9835658669471741
"Why do I look so calm when I take a photo, even though I'm not really calm ”",0,0.078357153,0.027628547,0.283974171,0.052907072,0.48115173,0.05293126,0.023049997,NEGATIVE,0.9869469404220581,NEGATIVE,0.9869469404220581
jeep ripeo?,0,0.004635879,0.003981911,0.002624745,0.007015462,0.579657078,0.006691903,0.395392984,NEGATIVE,0.9763407111167908,NEGATIVE,0.9763407111167908
"What is a wa family group, oh yeah, I forgot I DO NOT HAVE A FAMILYðŸ¤—",0,0.046442475,0.034956958,0.01555422,0.004431321,0.122826554,0.01495719,0.760831296,NEGATIVE,0.7296720743179321,NEGATIVE,0.7296720743179321
WHAT TO SAY TO DREAMIES????,0,0.060087342,0.028948078,0.0413404,0.004191769,0.740169704,0.009252938,0.116009705,NEGATIVE,0.6611807346343994,NEGATIVE,0.6611807346343994
IT'S STILL MORNING AND SOMETHING MAKES EMOSY,0,0.028350383,0.022387663,0.019631976,0.008094859,0.83603853,0.052718323,0.032778282,POSITIVE,0.8936507701873779,POSITIVE,0.8936507701873779
STRESSS SONG,0,0.123780742,0.166885942,0.004152026,0.026678635,0.591525495,0.030561425,0.05641577,NEGATIVE,0.9908455014228821,NEGATIVE,0.9908455014228821
"I swear my mood this morning is really good Bye, I want to clean the room first so that the streaming will be comfortable '",0,0.026410501,0.039920926,0.019317295,0.225527048,0.609239757,0.067396156,0.012188362,POSITIVE,0.9913466572761536,POSITIVE,0.9913466572761536
"I guess I didn't buy it first, because I want to pursue the launching of my own brand",0,0.025018541,0.011517237,0.005252421,0.020970542,0.901316464,0.019794146,0.016130697,NEGATIVE,0.990918755531311,NEGATIVE,0.990918755531311
( uptwt cebi )..It is 02:30 UTC now,0,0.006384669,0.002166783,0.002526427,0.014070653,0.484818488,0.044245891,0.445787102,NEGATIVE,0.6512933969497681,NEGATIVE,0.6512933969497681
( uptwt cebi )..It is 02:31 UTC now,0,0.006220774,0.002082497,0.002674154,0.015238828,0.448301554,0.057649605,0.467832595,NEGATIVE,0.6512115001678467,NEGATIVE,0.6512115001678467
( uptwt cebi )..It is 02:29 UTC now,0,0.006049444,0.002205445,0.002477164,0.014019109,0.501700222,0.048410859,0.425137818,NEGATIVE,0.6354012489318848,NEGATIVE,0.6354012489318848
( uptwt cebi )..It is 02:27 UTC now,0,0.005970989,0.001935223,0.002383883,0.016038291,0.50050199,0.044054177,0.429115444,NEGATIVE,0.5982556343078613,NEGATIVE,0.5982556343078613
( uptwt cebi )..It is 02:28 UTC now,0,0.005912536,0.002147589,0.002508915,0.014172308,0.506361604,0.047474068,0.421422958,NEGATIVE,0.5967498421669006,NEGATIVE,0.5967498421669006
So this is it,0,0.019136773,0.017791178,0.00197458,0.010383342,0.88708812,0.003291972,0.060334053,POSITIVE,0.9949275255203247,POSITIVE,0.9949275255203247
Pariaman and Bangkinang cities are cities that don't have slanted inhabitants... (I know) is there anything else??,0,0.026121411,0.057044465,0.008536041,0.003836518,0.575686038,0.005544281,0.32323125,NEGATIVE,0.7208545804023743,NEGATIVE,0.7208545804023743
Can't wait to see the behavior of 7 bachelors at the fairy ending at the mushowâ »ðŸ˜¬,0,0.005113053,0.004895546,0.003673145,0.899860084,0.074209504,0.002267563,0.009981128,POSITIVE,0.8823117613792419,POSITIVE,0.8823117613792419
I beg you not to touch my account again.,0,0.180970594,0.052375752,0.06872052,0.003265626,0.256358504,0.432769626,0.005539369,NEGATIVE,0.9834167957305908,NEGATIVE,0.9834167957305908
"Age 25 must have a savings of 100 million?...Relax, I'm 25 less than 12 days old, I already have a savings of 300 million. The problem is that you sold your rice field, father... Chuakzz",0,0.018950688,0.009468536,0.002636845,0.008257319,0.193177223,0.022840468,0.744668901,NEGATIVE,0.9974644184112549,NEGATIVE,0.9974644184112549
"Ms. doyijaem, I hope you can see what dreamies have achieved this time",0,0.004602797,0.002228711,0.001448573,0.399829507,0.494688779,0.012647683,0.084553927,POSITIVE,0.9997968077659607,POSITIVE,0.9997968077659607
sad,0,0.001942582,0.003978807,0.002761344,0.005216924,0.018496901,0.919236124,0.048367243,NEGATIVE,0.999589741230011,NEGATIVE,0.999589741230011
Duh Wkwkwkwkwkwkwk,0,0.02132055,0.073370479,0.044202603,0.003812647,0.677771032,0.127232805,0.052289888,NEGATIVE,0.9968196153640747,NEGATIVE,0.9968196153640747
"Just woke up, give me money",0,0.063717976,0.013345479,0.010004177,0.022527464,0.825781584,0.017706746,0.046916574,POSITIVE,0.738396942615509,POSITIVE,0.738396942615509
Cry wow,0,0.008818085,0.001633503,0.014432519,0.006593887,0.049066231,0.027554687,0.891901076,POSITIVE,0.9983574748039246,POSITIVE,0.9983574748039246
It's crazy to have friends like this...,0,0.020700391,0.025406512,0.003499061,0.561094463,0.074177615,0.008549759,0.306572169,POSITIVE,0.9993636012077332,POSITIVE,0.9993636012077332
"when the body has dropped like this, it's really not in a good mood for everyoneðŸ˜·",0,0.086345918,0.069640674,0.139527306,0.010786826,0.071294971,0.606544971,0.015859336,NEGATIVE,0.999751627445221,NEGATIVE,0.999751627445221
I miss hyunsuk :(,0,0.000801311,0.001421777,0.00143401,0.001959345,0.013266058,0.977123797,0.003993676,NEGATIVE,0.9254739880561829,NEGATIVE,0.9254739880561829
Miss Melaka. Miss Alor Gajah â . Want to go back to the village,0,0.002588074,0.002148601,0.002514814,0.01869951,0.004049026,0.968111634,0.00188826,POSITIVE,0.873353898525238,POSITIVE,0.873353898525238
"exongakak [HELP RT] Looking for an agency? Join here, hopefully you can feel the old rpw.. be nice here and no peanut! Check fav^^",0,0.007289174,0.002017283,0.012067745,0.173144341,0.521016777,0.058365773,0.22609885,POSITIVE,0.9786585569381714,POSITIVE,0.9786585569381714
"I just finished taking care of the hampers, I'm already dizzy now I want to sleep until the afternoon",0,0.02280377,0.023677185,0.422011673,0.004405478,0.081179373,0.128129035,0.317793429,NEGATIVE,0.9991337656974792,NEGATIVE,0.9991337656974792
CRAZY COOL DREAMIES,0,0.074197017,0.022264659,0.005077094,0.168576345,0.694526553,0.006550612,0.028807696,POSITIVE,0.9998825788497925,POSITIVE,0.9998825788497925
"Come on, let's be grateful, keep working hard 'Š",0,0.447449833,0.138553545,0.022267213,0.117077447,0.225275382,0.047305677,0.002070755,POSITIVE,0.9989427924156189,POSITIVE,0.9989427924156189
"(Turned Evil). If we are wronged by them, and then we repay with evil. Then there is no longer any difference between us and them.",0,0.933101237,0.047569688,0.004087044,0.000767273,0.008715153,0.005012957,0.000746603,NEGATIVE,0.999679684638977,NEGATIVE,0.999679684638977
Can you eat Japanese lemper almost every day?,0,0.005233078,0.010545714,0.005095119,0.004069836,0.905127168,0.002932317,0.06699682,NEGATIVE,0.9354820847511292,NEGATIVE,0.9354820847511292
until I saw someone made verreII Bramasta dances to enstars song,0,0.014650363,0.007346475,0.011432649,0.003953149,0.01098649,0.004087139,0.947543681,NEGATIVE,0.9327929615974426,NEGATIVE,0.9327929615974426
COMO Q JYP MUR1O AYUDA QUE DICEN,0,0.018481692,0.005852851,0.003664424,0.011900326,0.865008473,0.014619838,0.08047244,NEGATIVE,0.9424956440925598,NEGATIVE,0.9424956440925598
Already ento lkaken big,0,0.008889232,0.003999087,0.021146974,0.019554496,0.803211689,0.028578982,0.114619516,POSITIVE,0.9985308647155762,POSITIVE,0.9985308647155762
"others are busy Monday, I'm even busy on Monday",0,0.006730138,0.004860085,0.002645687,0.016982667,0.260996521,0.58055079,0.127234071,NEGATIVE,0.9837063550949097,NEGATIVE,0.9837063550949097
HIS HAIR IS ON THE LONG LONG BUSET,0,0.008027651,0.005761242,0.002777983,0.010806476,0.695596516,0.024147753,0.252882421,NEGATIVE,0.9877119660377502,NEGATIVE,0.9877119660377502
Be strong this ™ðŸ˜,0,0.031298913,0.043188099,0.041666202,0.015365612,0.8518731,0.013732363,0.002875702,POSITIVE,0.9996615648269653,POSITIVE,0.9996615648269653
Want to buy now but afraid that there will be a cheaper one later,0,0.000894796,0.00035824,0.987739027,0.001672789,0.002945385,0.004541539,0.001848222,NEGATIVE,0.9980894923210144,NEGATIVE,0.9980894923210144
"After removing a few bombing PCs, instead of just sitting around collecting PCs, hee jake instead eats Changmin tooðŸ™ƒ",0,0.008162282,0.024911299,0.003062785,0.012511932,0.940507174,0.004261376,0.006583184,NEGATIVE,0.9973135590553284,NEGATIVE,0.9973135590553284
"I want to find mutuals but I'm afraid of too much, I'll miss you when I'm still a little ²",0,0.002852243,0.002591419,0.89234823,0.003044342,0.012709802,0.084766403,0.001687443,POSITIVE,0.8461583852767944,POSITIVE,0.8461583852767944
"Ambitious! It's mutual, who's going to take it! .Ava jungkook, don't forget to follow back..âœ„ãƒ»ãƒ»ãƒ».ðŸ§ Trivia: The protein coat that makes up viruses is called the capsid",0,0.009919521,0.004350648,0.02433403,0.409084201,0.509804189,0.003525378,0.038981982,POSITIVE,0.993439257144928,POSITIVE,0.993439257144928
how come people are lazy to make judgments on shopi yyyyy ” Pdhl it's pretty good to get HSJSHSH coins,0,0.021526372,0.002915088,0.002132936,0.374203771,0.216782629,0.075253114,0.307186037,POSITIVE,0.9886356592178345,POSITIVE,0.9886356592178345
Thank God,0,0.021067336,0.005867362,0.003233807,0.525439143,0.228312016,0.017144956,0.19893539,POSITIVE,0.9995927214622498,POSITIVE,0.9995927214622498
Baka Sussy.,0,0.037061758,0.138952672,0.0140798,0.07454773,0.63010788,0.044463489,0.060786653,NEGATIVE,0.972671627998352,NEGATIVE,0.972671627998352
remember pa,0,0.008726905,0.010697884,0.009649339,0.005547851,0.837416232,0.05871667,0.0692451,POSITIVE,0.9983394145965576,POSITIVE,0.9983394145965576
"armyyy let's mutualan, help like + rt if you pass. I'll definitely be on fb later, myyâœŒï¸",0,0.009647795,0.005216635,0.020941511,0.064212881,0.830872238,0.052893471,0.016215483,POSITIVE,0.8215482831001282,POSITIVE,0.8215482831001282
peeling onions while reading au is my hidden talent [feel proud],0,0.003718805,0.005332745,0.000328362,0.976603925,0.009789653,0.002546062,0.001680427,POSITIVE,0.9959048628807068,POSITIVE,0.9959048628807068
"Remind me to get an sms from the BPR, the money has arrived",0,0.011755213,0.003762789,0.005692031,0.060711451,0.72631067,0.047106288,0.144661561,NEGATIVE,0.9903656244277954,NEGATIVE,0.9903656244277954
"The plum app's jastag is mostly gabaca, what are you looking for, on the origin of the important tags, lots of tags will make it look diligent.",0,0.004035687,0.004297961,0.000775986,0.015796719,0.96111536,0.002650013,0.011328399,NEGATIVE,0.6471067667007446,NEGATIVE,0.6471067667007446
"he said he was a master, why don't you dare take your wallet to the bathroom.",0,0.765947759,0.016461866,0.191762626,0.00165735,0.012807084,0.00567274,0.00569064,NEGATIVE,0.8429449796676636,NEGATIVE,0.8429449796676636
"Age 25 has 100 million? This text actually makes us insecure, indeed, education ""in general"" teaches us to form a mature career, and it is very rare or even rare that it can erase prestige and feel ""enough"",",0,0.014155845,0.024997734,0.529690266,0.011138323,0.386037409,0.008426527,0.025553847,NEGATIVE,0.9774745106697083,NEGATIVE,0.9774745106697083
Alhamdulillah req DM 3,0,0.010344569,0.002920876,0.003792668,0.00620749,0.910761476,0.014353083,0.051619805,NEGATIVE,0.7445229887962341,NEGATIVE,0.7445229887962341
Fajr,0,0.086880736,0.095921136,0.254342705,0.023784818,0.438569635,0.089784101,0.010716884,POSITIVE,0.9356755018234253,POSITIVE,0.9356755018234253
/amn pc tae zoom 150k or not?,0,0.014238507,0.009899863,0.003858407,0.009697529,0.21815829,0.047286753,0.696860671,NEGATIVE,0.99666827917099,NEGATIVE,0.99666827917099
"Don't have guests, it's better to be at home alone",0,0.009685878,0.041162793,0.005934684,0.114456125,0.312726915,0.512217641,0.003815977,NEGATIVE,0.9985660910606384,NEGATIVE,0.9985660910606384
"Laughing at mute words in the search bar, now I want to sleep",0,0.040820889,0.139554635,0.011515788,0.204441562,0.227265358,0.367300272,0.009101514,NEGATIVE,0.9996505975723267,NEGATIVE,0.9996505975723267
Wait lang. May meeting with us!!! On ako makaord3r HAHQHAHAHQJSHAUWH,0,0.014936024,0.003278048,0.01001655,0.241681278,0.598072529,0.013818776,0.118196823,NEGATIVE,0.9878394603729248,NEGATIVE,0.9878394603729248
"Hopefully SM will be more open and see the potential of NCT Dream. They have extraordinary potential, their achievements are really great. I really hope that in the future SM can focus and be fair to NCT DreamðŸ'—",0,0.013599047,0.005204582,0.008315505,0.471966177,0.443368345,0.008765535,0.04878081,POSITIVE,0.999677300453186,POSITIVE,0.999677300453186
"If you don't complain, you're not human",0,0.555830717,0.064886197,0.00265121,0.003530373,0.356999129,0.011827966,0.004274419,NEGATIVE,0.9983752965927124,NEGATIVE,0.9983752965927124
Direct 2 dong,0,0.012288533,0.008189138,0.002409125,0.004675785,0.947756827,0.010437044,0.014243561,POSITIVE,0.8511418700218201,POSITIVE,0.8511418700218201
Keep thinking positive even though they are not as positive as we think...,0,0.036729533,0.026940065,0.004013399,0.019301109,0.870829225,0.028681727,0.013504971,POSITIVE,0.999491810798645,POSITIVE,0.999491810798645
why is sejun singing so bad that he's so excited,0,0.015346623,0.001497794,0.003905369,0.0106209,0.050090767,0.018081874,0.900456727,NEGATIVE,0.9996671676635742,NEGATIVE,0.9996671676635742
Why do I have to face my desk with Mrs. Mur who is very similar to Mrs. Tri and imagine the trial :((,0,0.131344244,0.032865357,0.202497095,0.008556732,0.348255396,0.124373086,0.152108058,NEGATIVE,0.9679288864135742,NEGATIVE,0.9679288864135742
"Here's the Instagram notification, there are bugs",0,0.013348959,0.011643514,0.007812464,0.006141094,0.714048684,0.183153749,0.063851543,NEGATIVE,0.9987503290176392,NEGATIVE,0.9987503290176392
Bismillah all success,0,0.007137249,0.001972275,0.002255713,0.30504331,0.568588257,0.00974864,0.105254523,POSITIVE,0.9998290538787842,POSITIVE,0.9998290538787842
I'm trying to find various ways to make you happy. but it's all useless if you only hope to be happy from him.,0,0.039750282,0.047512367,0.003910795,0.022496045,0.143929988,0.738582075,0.003818479,NEGATIVE,0.9997482895851135,NEGATIVE,0.9997482895851135
"aaaa I'm so ashamed to fall from my own motorbike, it doesn't hurt but it's a shame :â€ )",0,0.006700165,0.068767302,0.059000984,0.003480123,0.033106994,0.81587255,0.01307193,NEGATIVE,0.8944699764251709,NEGATIVE,0.8944699764251709
GWS my rogo.....,0,0.015108313,0.015568301,0.004730153,0.02166616,0.75578779,0.084318921,0.102820434,POSITIVE,0.7810776233673096,POSITIVE,0.7810776233673096
q jyp que,0,0.003864191,0.00212085,0.00180375,0.01248264,0.850974679,0.023038972,0.105714843,POSITIVE,0.8673781752586365,POSITIVE,0.8673781752586365
QUE JYP QUE,0,0.12831369,0.037009373,0.006523306,0.003470244,0.796390176,0.012784961,0.015508172,POSITIVE,0.6836817264556885,POSITIVE,0.6836817264556885
rip yp??,0,0.017606214,0.015627954,0.003937902,0.019498644,0.402810454,0.02682925,0.513689637,NEGATIVE,0.9932543635368347,NEGATIVE,0.9932543635368347
"Say! I want to buy a memory card, any suggestions worth Samsung or Sandisk? Thank you",0,0.05076994,0.005613926,0.004833276,0.29383558,0.355001837,0.028116079,0.261829376,NEGATIVE,0.9887901544570923,NEGATIVE,0.9887901544570923
It's best for other people to take the exam before raya,0,0.010456868,0.033183374,0.006555571,0.04313964,0.898549378,0.004849497,0.003265671,NEGATIVE,0.5060846209526062,NEGATIVE,0.5060846209526062
the first thing i saw later in the btob blowin up performance was the credit name ilhoon hyunsik wkwkwkwkwkkw,0,0.0060834,0.001236026,0.003085035,0.021978248,0.185018107,0.003286116,0.779313087,NEGATIVE,0.9992815852165222,NEGATIVE,0.9992815852165222
"Mashallah, Allahuma Barik ™ ¾",0,0.051068712,0.074867792,0.082187414,0.051290914,0.68968153,0.035602003,0.015301613,NEGATIVE,0.9768268465995789,NEGATIVE,0.9768268465995789
Mere wangu yaaraðŸ'”. Kakh rahe na teraâŒ›,0,0.161922812,0.498681992,0.18213059,0.020290069,0.081938401,0.051558837,0.003477207,NEGATIVE,0.9833173751831055,NEGATIVE,0.9833173751831055
very valak imoetzzz,0,0.009771224,0.003092956,0.008863405,0.029080344,0.661525011,0.095780388,0.191886738,NEGATIVE,0.9862252473831177,NEGATIVE,0.9862252473831177
"Duh, eat your own talk, wow",0,0.018270671,0.01671705,0.008157514,0.034265798,0.069923744,0.008406393,0.844258845,POSITIVE,0.9988905787467957,POSITIVE,0.9988905787467957
Urusei yatsura,0,0.013124899,0.030850604,0.014227099,0.007274291,0.873825014,0.028044097,0.032653946,POSITIVE,0.9839889407157898,POSITIVE,0.9839889407157898
"How do you want to get only one content, just update it, Pol Polan",0,0.030285882,0.011424693,0.00316631,0.002522657,0.893010616,0.011039452,0.048550393,NEGATIVE,0.9994088411331177,NEGATIVE,0.9994088411331177
just a waste of time ',0,0.39795357,0.326953202,0.015198451,0.004724341,0.065661877,0.177313194,0.012195316,NEGATIVE,0.9998140931129456,NEGATIVE,0.9998140931129456
I doubt that there is no discussion for this soup. Even if we talk only one or two.,0,0.006428114,0.029589342,0.00191011,0.002863772,0.928318799,0.003502284,0.0273875,NEGATIVE,0.9989312291145325,NEGATIVE,0.9989312291145325
I swear it's really big,0,0.015379018,0.02377101,0.005822675,0.007953282,0.050564885,0.008612319,0.887896836,POSITIVE,0.9990382194519043,POSITIVE,0.9990382194519043
Want to prepare Eid clothes for Eid â . Want to prepare mentally for Eid…,0,0.094630957,0.138399079,0.346438527,0.100656793,0.078049757,0.237810254,0.004014623,NEGATIVE,0.6183647513389587,NEGATIVE,0.6183647513389587
JYP TIESO???????,0,0.010735062,0.003567813,0.003413272,0.004076529,0.136694834,0.003366573,0.838145971,NEGATIVE,0.9859762191772461,NEGATIVE,0.9859762191772461
"how come you haven't had a day off, even though it's already been a holiday. Yes, it's just Eve, Adam isn't there",0,0.009546305,0.003103511,0.001921188,0.002303477,0.041296259,0.012274297,0.929554939,NEGATIVE,0.9938207268714905,NEGATIVE,0.9938207268714905
"The bigger the guess in the month of Ramadan, the stronger we are, right? ,)",0,0.021049382,0.016825953,0.008289844,0.047631107,0.863262355,0.007991999,0.034949344,NEGATIVE,0.963196337223053,NEGATIVE,0.963196337223053
ML X JJK ah,0,0.003346007,0.001899608,0.003816427,0.018851681,0.858827174,0.030083865,0.083175153,NEGATIVE,0.8421713709831238,NEGATIVE,0.8421713709831238
"May you be among those who have happy returns. Sorry if there are wrong words, wrong love, wrong miss and misplaced feelings --",0,0.008305474,0.010354622,0.002002557,0.079462118,0.28561148,0.595406115,0.018857636,POSITIVE,0.7153428196907043,POSITIVE,0.7153428196907043
"Mr. stalled in Indonesia, hehe, there are only two........still want to run for president....hahahaha more and more..",0,0.018907813,0.005691342,0.011434914,0.038850822,0.367995441,0.354353786,0.202765897,NEGATIVE,0.9847878217697144,NEGATIVE,0.9847878217697144
Sleepy biangeettt~,0,0.003928688,0.010547142,0.008010963,0.041559376,0.352711797,0.544820547,0.038421456,NEGATIVE,0.9912697076797485,NEGATIVE,0.9912697076797485
"I want to get THR this year from my uncle, aunt and grandmother just like when I was young but what can I do, when the THR is distributed there must be a language ""you don't have to, you've grown up"" even though the bigger we are, the more we need THR",0,0.01898166,0.033115223,0.02050296,0.004097699,0.873925745,0.017401449,0.031975288,NEGATIVE,0.8634670972824097,NEGATIVE,0.8634670972824097
"You're stupid, that's why it's like this now isn't it",0,0.685852826,0.266613901,0.004436896,0.001923497,0.018922003,0.011046387,0.011204629,NEGATIVE,0.9997087121009827,NEGATIVE,0.9997087121009827
hi morning,0,0.003694125,0.001992037,0.014322872,0.024571022,0.799901366,0.037604775,0.117913835,POSITIVE,0.9983508586883545,POSITIVE,0.9983508586883545
This account is starting to get dusty again,0,0.059997886,0.156277046,0.013637937,0.002950063,0.612519681,0.109919697,0.04469775,NEGATIVE,0.9996944665908813,NEGATIVE,0.9996944665908813
Alhamdulillah,0,0.024297632,0.019967683,0.026959457,0.046122961,0.745837212,0.071211904,0.065603137,POSITIVE,0.8903400897979736,POSITIVE,0.8903400897979736
I dare not see the value,0,0.940210938,0.015996452,0.027697345,0.001164636,0.007952072,0.002822305,0.004156196,NEGATIVE,0.9943529367446899,NEGATIVE,0.9943529367446899
FINALLY FINALLY MY LINO ALBUM PC IS COMPLETE ASYIK,0,0.030682465,0.007109785,0.005225456,0.101533569,0.740192831,0.008479386,0.106776558,NEGATIVE,0.5299175381660461,NEGATIVE,0.5299175381660461
OH PTN,0,0.005501903,0.006145281,0.001362316,0.003815928,0.914334953,0.017585479,0.051254041,NEGATIVE,0.9814767241477966,NEGATIVE,0.9814767241477966
"TAEHYUNG AMA SEOKJINNNN GOODNESS PUSINKKK BNGTTTTTTT, HIS BODY IS GLOWING BNGT WHAT'S UP",0,0.047288936,0.017977092,0.004068071,0.287075162,0.188842937,0.091201171,0.36354664,POSITIVE,0.9985945820808411,POSITIVE,0.9985945820808411
look awayðŸ˜žðŸ˜ž,0,0.057457808,0.012165975,0.375247389,0.003418761,0.449068993,0.090453126,0.012187953,POSITIVE,0.9868605732917786,POSITIVE,0.9868605732917786
the end y remed anjim,0,0.019488936,0.011548944,0.043557346,0.014883019,0.820257127,0.064218439,0.026046269,NEGATIVE,0.9715452194213867,NEGATIVE,0.9715452194213867
no one wants to give raya money here,0,0.231137589,0.121697471,0.003372904,0.010000408,0.487180203,0.132846355,0.013765062,NEGATIVE,0.9963608384132385,NEGATIVE,0.9963608384132385
PQ DICEN Q JYP RIPEO KEKDKS,0,0.011946464,0.004136756,0.002253219,0.009358457,0.888569772,0.011882056,0.071853243,NEGATIVE,0.9848452806472778,NEGATIVE,0.9848452806472778
kaantok.,0,0.008783585,0.010092043,0.011322208,0.036009673,0.724162638,0.053674821,0.155955061,NEGATIVE,0.936013400554657,NEGATIVE,0.936013400554657
"Look, if you get a position because of family assistance, at least when you are in office, you have to look clean. In addition to looking clean, it must also look critical. It's a little annoying, isn't it papa, because people don't have data.",0,0.09156324,0.346835881,0.004229105,0.007678399,0.506258011,0.028957315,0.014478089,NEGATIVE,0.9990271329879761,NEGATIVE,0.9990271329879761
"Who has a picture to decorate the booth, please send jap",0,0.008912197,0.003491263,0.002245809,0.017545126,0.909350574,0.006819693,0.051635254,POSITIVE,0.9530861973762512,POSITIVE,0.9530861973762512
Weyhhh I think I watched a lot of Chaeyeon's videos but the dream of the akem rt my tweet.. hahahahaha what's the connection?,0,0.010059296,0.002738691,0.004782746,0.328634173,0.135529935,0.034860544,0.483394623,NEGATIVE,0.9912406802177429,NEGATIVE,0.9912406802177429
"I'm so bored of the tv in the office, just set the meter to the tv first",0,0.022436555,0.007909586,0.002439776,0.0120176,0.056188364,0.845183432,0.053824618,NEGATIVE,0.9997513890266418,NEGATIVE,0.9997513890266418
tired,0,0.016087051,0.015205134,0.005149965,0.006399581,0.283349007,0.621622205,0.052187081,NEGATIVE,0.9997724890708923,NEGATIVE,0.9997724890708923
me da ternura,0,0.053747255,0.031001512,0.062458426,0.021768447,0.687133849,0.062688656,0.081201836,NEGATIVE,0.8285664319992065,NEGATIVE,0.8285664319992065
Grta mentirosa mds â€ â™€ï¸,0,0.106483124,0.291787446,0.13402763,0.131860346,0.23593761,0.096176565,0.003727287,NEGATIVE,0.9827342629432678,NEGATIVE,0.9827342629432678
In the morning already like a dog *me,0,0.017736979,0.005682278,0.052438863,0.343184054,0.397346556,0.056315832,0.127295434,NEGATIVE,0.9855002760887146,NEGATIVE,0.9855002760887146
Tired Monday,0,0.007472526,0.023800749,0.004472058,0.002418199,0.103813313,0.845124185,0.012899029,NEGATIVE,0.9997673630714417,NEGATIVE,0.9997673630714417
I hope I'm not being dragged again.,0,0.022639932,0.047070939,0.024692031,0.005445326,0.266349226,0.63011688,0.003685688,POSITIVE,0.8430168628692627,POSITIVE,0.8430168628692627
Will be mother-in-law & Mr. in law sporting bad,0,0.002884719,0.001884711,0.001228304,0.050098326,0.027710998,0.897162735,0.01903018,NEGATIVE,0.9699325561523438,NEGATIVE,0.9699325561523438
Seeing EUNSANG really in the mood.. smile and smile to yourself when you see it ·†â•¹ .Ì® â•¹à·†,0,0.003402302,0.001607241,0.000575176,0.961623907,0.022419287,0.003980633,0.006391288,POSITIVE,0.9992499947547913,POSITIVE,0.9992499947547913
I'm a cold mouth,0,0.765592158,0.111303464,0.010751355,0.001700687,0.056887005,0.050135974,0.003629396,NEGATIVE,0.9997314810752869,NEGATIVE,0.9997314810752869
goku 777,0,0.003995057,0.002130013,0.006005616,0.032526221,0.741841495,0.026806025,0.186695546,POSITIVE,0.9498854875564575,POSITIVE,0.9498854875564575
"Raya ads that are as sad as children don't come back to Raya, pls move on. it's covid! where can cross the country!",0,0.001464886,0.001205285,0.000743227,0.00665644,0.011159348,0.95829308,0.020477712,NEGATIVE,0.9670758247375488,NEGATIVE,0.9670758247375488
"For anyone who likes me (maybe)... If my sister is looking for something funny and cute, I'll back off.. Because I'm an annoying and mischievous child, the cute/spoiled side is only for people who are my girlfriends.",0,0.071638606,0.064189956,0.003707365,0.252198279,0.556689024,0.026767418,0.024809355,NEGATIVE,0.9971101880073547,NEGATIVE,0.9971101880073547
Delicious coffee comfortable to drink..BUTTEREADY ON BBMAS ..I vote 'BTS' #Dynamite for ( Son Sung Deuk ) for #FaveChoreography at #iHeartAwards,0,0.004700944,0.000314094,0.00733489,0.980227768,0.00094688,0.003299303,0.003176127,POSITIVE,0.9991181492805481,POSITIVE,0.9991181492805481
"(after collecting parasites and macros on Monday).me rn : ""anjay preiðŸ¤˜""",0,0.248713151,0.011779424,0.074298114,0.151223361,0.134219021,0.296265602,0.083501317,NEGATIVE,0.9886776804924011,NEGATIVE,0.9886776804924011
How come my secreto is quiet? :(,0,0.073370591,0.018938323,0.02000341,0.00600841,0.110007234,0.312021583,0.459650397,NEGATIVE,0.998836100101471,NEGATIVE,0.998836100101471
One and a half hours,0,0.008118471,0.014928429,0.00517325,0.0244938,0.824809611,0.06468717,0.057789251,NEGATIVE,0.8371874094009399,NEGATIVE,0.8371874094009399
